system:index,Date,Longitude,PlotID,Type,description,doy-20140306,doy-20140322,doy-20140407,doy-20140423,doy-20140509,doy-20140525,doy-20140610,doy-20140626,doy-20140712,doy-20140728,doy-20140813,doy-20140829,doy-20140914,doy-20140930,doy-20141016,doy-20141101,doy-20141117,doy-20141203,doy-20141219,doy-20150101,doy-20150117,doy-20150202,doy-20150218,doy-20150306,doy-20150322,doy-20150407,doy-20150423,doy-20150509,doy-20150525,doy-20150610,doy-20150626,doy-20150712,doy-20150728,doy-20150813,doy-20150829,doy-20150914,doy-20150930,doy-20151016,doy-20151101,doy-20151117,doy-20151203,doy-20151219,doy-20160101,doy-20160117,doy-20160202,evi-20140306,evi-20140322,evi-20140407,evi-20140423,evi-20140509,evi-20140525,evi-20140610,evi-20140626,evi-20140712,evi-20140728,evi-20140813,evi-20140829,evi-20140914,evi-20140930,evi-20141016,evi-20141101,evi-20141117,evi-20141203,evi-20141219,evi-20150101,evi-20150117,evi-20150202,evi-20150218,evi-20150306,evi-20150322,evi-20150407,evi-20150423,evi-20150509,evi-20150525,evi-20150610,evi-20150626,evi-20150712,evi-20150728,evi-20150813,evi-20150829,evi-20150914,evi-20150930,evi-20151016,evi-20151101,evi-20151117,evi-20151203,evi-20151219,evi-20160101,evi-20160117,evi-20160202,geometry,name,ndvi-20140306,ndvi-20140322,ndvi-20140407,ndvi-20140423,ndvi-20140509,ndvi-20140525,ndvi-20140610,ndvi-20140626,ndvi-20140712,ndvi-20140728,ndvi-20140813,ndvi-20140829,ndvi-20140914,ndvi-20140930,ndvi-20141016,ndvi-20141101,ndvi-20141117,ndvi-20141203,ndvi-20141219,ndvi-20150101,ndvi-20150117,ndvi-20150202,ndvi-20150218,ndvi-20150306,ndvi-20150322,ndvi-20150407,ndvi-20150423,ndvi-20150509,ndvi-20150525,ndvi-20150610,ndvi-20150626,ndvi-20150712,ndvi-20150728,ndvi-20150813,ndvi-20150829,ndvi-20150914,ndvi-20150930,ndvi-20151016,ndvi-20151101,ndvi-20151117,ndvi-20151203,ndvi-20151219,ndvi-20160101,ndvi-20160117,ndvi-20160202,summaryQA-20140306,summaryQA-20140322,summaryQA-20140407,summaryQA-20140423,summaryQA-20140509,summaryQA-20140525,summaryQA-20140610,summaryQA-20140626,summaryQA-20140712,summaryQA-20140728,summaryQA-20140813,summaryQA-20140829,summaryQA-20140914,summaryQA-20140930,summaryQA-20141016,summaryQA-20141101,summaryQA-20141117,summaryQA-20141203,summaryQA-20141219,summaryQA-20150101,summaryQA-20150117,summaryQA-20150202,summaryQA-20150218,summaryQA-20150306,summaryQA-20150322,summaryQA-20150407,summaryQA-20150423,summaryQA-20150509,summaryQA-20150525,summaryQA-20150610,summaryQA-20150626,summaryQA-20150712,summaryQA-20150728,summaryQA-20150813,summaryQA-20150829,summaryQA-20150914,summaryQA-20150930,summaryQA-20151016,summaryQA-20151101,summaryQA-20151117,summaryQA-20151203,summaryQA-20151219,summaryQA-20160101,summaryQA-20160117,summaryQA-20160202,.geo
1419,1438300000000,-113.94481,1218,Biomass,,75,81,110,121,142,153,174,187,194,212,240,247,258,283,295,311,326,349,365,1,30,48,49,78,86,106,117,133,158,176,179,200,218,226,255,266,287,290,310,330,339,361,15,18,38,967,1344,1270,1396,1759,2140,2101,2426,2417,2302,1539,1818,1801,1858,1709,1757,2407,764,1061,94,1164,1774,1399,1592,1441,1667,1514,1821,2521,2626,1937,1768,1567,1978,1314,1618,1615,1915,573,664,1316,356,-226,-276,-246,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94481,46.48972]}",,1975,2376,2912,2843,3762,4062,4450,4157,4165,3720,3539,4063,3597,3557,4261,3487,4448,665,795,81,2681,3511,3504,3300,3698,3719,3019,3320,4417,4288,3717,3987,3435,3232,3196,3665,3732,3185,425,593,1797,242,-166,-225,-199,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,3,3,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94481,46.48972]}"
1420,1438300000000,-113.94223,1219,Biomass,,75,81,103,121,142,151,172,192,203,217,233,247,263,279,295,315,326,337,365,1,26,48,49,67,86,106,117,133,159,170,177,202,223,226,243,266,278,290,310,330,339,361,15,18,41,1028,1274,1242,1458,1831,2039,2074,1828,2030,1697,1672,1282,1175,1093,1117,856,1732,1847,268,45,851,1323,1087,1004,1336,1293,1718,1940,2020,1828,1884,1589,1558,2084,1444,1205,1531,1705,344,557,770,359,-206,-405,-117,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94223,46.48823]}",,2065,2253,2717,2917,3854,4051,4644,3680,3530,3188,3328,2953,2820,2660,2972,720,4033,2011,213,31,2603,2639,2662,2437,3393,2965,3356,3588,4698,3775,3982,3369,3592,3374,3024,2848,3591,2821,224,436,888,244,-132,-351,-104,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,3,3,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94223,46.48823]}"
1421,1438300000000,-113.94427,1220,Biomass,,75,91,103,121,142,149,174,189,204,217,231,247,268,279,295,320,326,337,365,1,26,48,49,67,86,106,117,133,159,170,179,195,223,226,255,266,278,290,310,330,339,361,15,18,41,967,1430,1207,1396,1759,1953,1733,2383,1591,1390,1272,1266,1236,1115,1035,502,1523,1692,442,-114,784,1253,965,939,1259,1231,1514,1821,2147,1752,1604,1489,1558,2060,1314,1206,1286,1634,473,497,609,350,-472,-557,11,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94427,46.48859]}",,1975,2781,2722,2843,3762,4177,3840,3974,3806,2690,2884,2944,3033,2696,2792,412,3876,1826,333,-84,2390,2522,2597,2327,3308,2822,3019,3320,4834,3683,3217,3077,3592,3344,3196,2810,3102,2706,341,453,745,238,-320,-536,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,3,3,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94427,46.48859]}"
1422,1438300000000,-113.94415,1221,Biomass,,75,91,103,121,142,149,172,187,208,210,231,249,258,279,295,315,326,337,365,1,26,44,63,69,86,106,124,133,159,170,179,202,211,226,254,266,277,290,310,330,339,360,15,18,41,1492,1551,1417,1724,2055,2238,2049,2499,1756,2034,1580,1644,1800,1433,1496,922,833,2011,398,336,1372,1221,1224,1581,1493,1637,1844,2082,2235,1830,2029,1614,1679,1941,2007,1483,1677,1770,410,1551,1573,554,33,-324,589,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94415,46.48534]}",,2993,2982,3129,3345,4398,4676,4499,4261,3529,3654,3377,3441,3392,3383,3875,735,4189,1988,283,254,3693,2888,2965,3358,3776,3394,3483,3826,4984,3698,3929,3338,3601,3210,3701,3251,3477,2834,277,1555,2017,357,22,-258,602,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,3,3,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94415,46.48534]}"
1423,1437520000000,-114.03623,1227,Biomass,,71,91,110,128,140,153,174,181,208,217,231,251,263,276,293,311,334,349,365,1,26,44,49,69,86,99,117,129,154,163,179,195,224,226,254,266,288,289,311,330,339,354,5,25,41,1364,1683,1921,1923,1966,1515,1667,1872,1737,2406,2441,2254,1788,1703,1627,1714,387,1629,368,20,1675,1398,1527,1674,1800,1912,2155,1937,2703,2523,1837,1790,2127,2085,1554,1260,1682,1210,1441,362,629,343,-4,194,2015,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03623,46.71213]}",,3134,3280,3951,3810,4334,3039,3528,3950,3606,4391,4583,3998,3803,3105,3492,3781,291,3005,266,14,3272,3051,3571,3262,4074,3823,3946,3909,5297,4547,3420,3253,3667,3389,3077,2685,2947,2630,2904,256,593,247,-4,160,4928,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03623,46.71213]}"
1424,1437520000000,-114.03191,1228,Biomass,,71,91,103,121,141,155,176,188,194,217,226,247,263,279,295,316,334,349,365,1,30,44,49,78,86,99,124,129,158,163,186,200,211,226,243,266,278,289,311,330,339,354,5,26,41,1321,1813,1884,1985,3086,2696,1824,1980,1835,1640,1675,1371,1269,1219,1299,902,426,1381,123,-135,1262,1270,1246,1815,1788,1977,2161,2108,2638,1848,1846,1551,1455,1985,1692,1426,1466,1154,1328,321,486,263,122,48,1291,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03191,46.71537]}",,3034,3469,3959,3945,5057,4321,3584,4178,3260,3139,3168,3162,2873,2876,3340,875,352,2651,96,-121,2995,3006,3148,3655,4301,4131,4105,4337,4588,3729,3518,3434,2966,3324,3279,3107,3269,2825,2760,227,518,190,116,49,2031,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03191,46.71537]}"
1425,1437520000000,-114.03476,1229,Biomass,,71,91,103,121,142,153,171,183,208,217,238,245,263,276,295,311,334,349,1,1,30,44,49,78,86,99,117,142,154,163,179,195,223,226,252,270,273,289,311,330,339,354,5,26,41,1271,1876,1752,1739,2106,2370,2498,1859,1670,1597,1325,1367,1394,1458,1243,1695,760,1620,523,523,1354,1456,1456,1865,1795,1811,2219,2646,2194,2222,1819,1719,1396,1985,1324,1384,1269,1194,1441,507,960,343,122,636,2016,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03476,46.71447]}",,2838,3456,3603,3385,4353,4187,4183,3688,3338,3140,3159,3269,3075,2705,2900,3630,561,2819,353,353,3032,2982,3385,3547,4011,3600,4103,4545,4662,4310,3479,3363,3236,3324,2776,2609,2783,2693,2895,371,1017,247,116,689,4459,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03476,46.71447]}"
1426,1437520000000,-114.03295,1230,Biomass,,71,91,103,128,142,153,162,187,194,217,226,245,268,279,295,316,336,349,1,1,30,48,49,78,86,99,124,129,158,165,177,193,223,226,254,263,278,289,311,330,339,354,5,26,40,1249,1892,1789,1889,1977,1606,1944,1812,1505,1350,1592,1396,1357,1147,1381,1042,272,1759,477,477,1606,2050,1338,1955,2040,1905,1982,1932,1981,1933,1923,1726,1357,1855,1485,1587,1434,1266,1564,82,366,123,-121,-224,1950,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03295,46.71962]}",,2727,3527,3635,3656,4012,3089,3401,3193,2671,2612,2890,3156,2944,2534,3056,865,197,2949,342,342,3255,3769,3523,3587,4402,3724,3664,3851,3643,3343,3712,3573,2994,3051,2826,2777,3018,2676,3125,57,339,82,-108,-188,3086,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03295,46.71962]}"
1427,1437520000000,-114.03445,1231,Biomass,,71,91,103,121,132,155,171,181,203,213,238,247,263,279,295,317,334,349,365,1,30,44,60,67,86,99,124,129,158,163,177,195,223,226,252,266,278,289,311,330,339,354,5,26,41,1271,1727,1728,1872,2338,2202,1894,1570,1594,1377,1178,1194,1135,1116,1307,3296,424,1561,242,-61,1318,1382,1661,1640,2006,2302,2010,1816,1991,1613,1434,1306,1327,1707,1191,1217,1664,1250,1564,105,415,123,-261,-224,941,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03445,46.72213]}",,2820,3296,3648,3613,4101,3775,3382,3353,2803,2920,2837,2617,2728,2591,3150,2863,311,2864,189,-47,3062,3172,3350,3450,4456,4361,3711,3736,3678,3237,2867,2586,2906,2859,2473,2566,3472,2771,3125,79,457,82,-230,-188,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03445,46.72213]}"
1428,1438730000000,-114.03706,1241,Biomass,,71,91,103,128,137,156,174,192,194,213,226,249,263,279,295,319,321,349,365,1,30,44,53,78,90,99,124,129,154,163,184,195,223,226,243,268,277,289,311,330,339,361,12,25,38,1166,1530,1725,2044,2137,1969,3837,3710,3358,3049,3237,2091,1601,1396,1411,1018,1426,1189,246,139,923,930,1100,1358,1644,1738,1998,1953,1511,1614,1667,2482,2893,3191,2258,2330,2244,1746,1421,124,-271,419,424,-523,-427,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03706,46.68063]}",,2892,3037,3466,3598,3894,4500,6488,5710,5114,5371,5336,4346,3598,3247,3565,1062,1599,2720,196,113,2567,2539,2750,3042,3695,3685,3837,4173,3447,3263,3766,4454,5511,4888,4110,4190,4034,3416,3108,90,-203,288,277,-381,-326,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,3,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03706,46.68063]}"
1429,1438730000000,-114.03416,1242,Biomass,,71,91,103,128,137,156,174,192,194,213,226,249,263,279,295,319,321,349,365,1,30,44,53,78,90,99,124,129,154,163,184,195,223,226,243,268,277,289,311,330,339,361,12,25,38,1166,1530,1725,2044,2137,1969,3837,3710,3358,3049,3237,2091,1601,1396,1411,1018,1426,1189,246,139,923,930,1100,1358,1644,1738,1998,1953,1511,1614,1667,2482,2893,3191,2258,2330,2244,1746,1421,124,-271,419,424,-523,-427,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03416,46.68016]}",,2892,3037,3466,3598,3894,4500,6488,5710,5114,5371,5336,4346,3598,3247,3565,1062,1599,2720,196,113,2567,2539,2750,3042,3695,3685,3837,4173,3447,3263,3766,4454,5511,4888,4110,4190,4034,3416,3108,90,-203,288,277,-381,-326,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,3,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03416,46.68016]}"
1430,1438730000000,-114.03297,1243,Biomass,,71,91,103,128,137,153,174,192,208,210,240,251,263,279,295,319,326,349,365,1,30,44,53,69,90,108,124,129,159,163,179,195,223,226,243,268,277,289,311,330,339,3,3,25,38,1258,1738,1845,2340,2886,2621,4033,3450,3251,3586,3392,2699,1722,1476,1656,1202,1662,1389,295,212,1042,1095,1249,1309,1746,2124,2106,2034,1820,2150,2229,2354,4360,3645,2432,2633,2584,2097,1884,293,203,-156,-156,-437,381,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03297,46.68143]}",,2932,3202,3523,3870,4773,4397,6578,5399,5325,5788,5819,4649,3616,3273,3695,1152,3941,2916,213,165,2766,2779,2902,3023,3764,3900,3857,3968,3731,3907,4353,4128,6765,5367,4276,4602,4367,3791,3698,197,150,-117,-117,-313,357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03297,46.68143]}"
1431,1440980000000,-113.96089,1245,Biomass,,71,91,103,128,142,153,162,192,194,210,240,249,268,276,293,317,336,337,1,1,31,48,53,67,90,111,117,133,159,163,177,195,224,226,243,266,277,289,311,330,339,361,12,18,38,1658,2245,2974,4121,7111,7488,7744,6636,7415,4875,6238,4993,5750,5247,4395,3780,1713,3145,52,52,1781,1826,1466,1445,2778,3479,2971,3911,6022,5496,6716,5653,5675,5669,2264,4013,4208,4002,4240,989,1885,442,297,-145,-826,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.96089,46.57967]}",,2889,3450,4817,6046,8517,8666,8369,8244,8428,6733,7772,7056,7712,6654,6474,4095,2701,4773,35,35,3511,3056,2731,2645,4433,5634,4697,5997,8131,7600,8384,7822,7007,6855,7133,6184,5955,5897,5909,731,3049,297,192,-97,-594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,3,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.96089,46.57967]}"
1432,1440980000000,-113.95898,1246,Biomass,,71,91,103,128,142,153,162,192,194,210,240,249,268,276,293,317,336,337,1,1,31,48,53,67,90,111,117,133,159,163,177,195,224,226,243,266,277,289,311,330,339,361,12,18,38,1658,2245,2974,4121,7111,7488,7744,6636,7415,4875,6238,4993,5750,5247,4395,3780,1713,3145,52,52,1781,1826,1466,1445,2778,3479,2971,3911,6022,5496,6716,5653,5675,5669,2264,4013,4208,4002,4240,989,1885,442,297,-145,-826,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.95898,46.57936]}",,2889,3450,4817,6046,8517,8666,8369,8244,8428,6733,7772,7056,7712,6654,6474,4095,2701,4773,35,35,3511,3056,2731,2645,4433,5634,4697,5997,8131,7600,8384,7822,7007,6855,7133,6184,5955,5897,5909,731,3049,297,192,-97,-594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,3,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.95898,46.57936]}"
1433,1440370000000,-113.93914,1247,Biomass,,71,91,103,128,137,160,174,183,206,217,229,249,267,276,293,317,336,346,365,15,26,44,62,67,86,110,117,129,156,163,181,195,211,226,256,268,277,289,311,330,339,361,5,18,38,707,1875,1916,3095,3750,5492,3557,3627,4797,5827,5430,5180,5538,4333,4554,4160,2607,1138,314,342,1234,1600,1739,1707,2102,3852,3714,3605,4704,5205,4685,4675,3372,5409,7676,5286,5232,2176,2716,1362,1804,305,281,-245,-421,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.93914,46.59946]}",,1256,3370,3771,5225,5980,7182,6061,5795,7171,7459,7455,7292,7101,6140,7123,9700,4547,4985,229,296,3259,3431,3101,3112,4481,5729,5916,6232,6963,7409,6575,6772,5587,6586,7919,7152,7233,4661,4320,1075,2688,210,210,-184,-307,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,3,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.93914,46.59946]}"
1434,1440370000000,-113.9437,1248,Biomass,,71,91,103,128,137,160,174,183,206,210,238,249,265,279,295,317,336,346,365,15,26,39,62,67,90,106,117,129,156,163,179,195,213,225,243,268,273,289,311,330,339,361,12,18,38,1368,1860,2313,4531,5041,5738,6321,5363,4779,5168,6024,4452,5337,4308,4325,4703,1896,1065,-1,128,1329,1983,1674,1583,2921,3289,3705,4333,7023,6932,5272,5079,4054,3806,5822,4550,4937,3863,2382,985,2135,313,325,-305,-469,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.9437,46.59611]}",,2445,3173,3962,6386,6795,7600,8219,7394,6979,6543,8056,6184,6685,6075,6508,6570,3137,4533,-1,88,2528,3376,2695,2728,4622,5156,5205,6549,8362,8073,7078,6901,5358,5447,7326,6279,6399,5581,3725,712,3582,213,210,-196,-335,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.9437,46.59611]}"
1435,1440370000000,-113.93877,1249,Biomass,,71,91,103,128,137,153,162,183,204,210,240,249,263,279,295,317,336,346,365,15,30,39,62,67,86,110,117,129,159,163,181,204,211,226,252,268,277,289,311,330,339,354,15,18,38,557,1729,1809,2676,3129,4686,4479,3199,3441,4511,3156,4022,3593,3418,2769,3734,2015,1173,188,459,1492,1871,1837,1676,2211,3393,3032,2684,3446,3150,4747,4044,3355,3705,4695,3480,2833,2540,2270,1101,1596,407,-847,-18,-16,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.93877,46.60378]}",,689,3232,3666,4941,5532,6560,6145,5427,6194,6083,5569,6370,5760,5546,4921,4946,3729,5916,134,326,2914,3594,3405,3155,4742,5246,5141,5207,6344,5562,6311,6171,5319,5183,6488,5607,4635,4529,3839,888,2708,314,-797,-13,-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.93877,46.60378]}"
1436,1440370000000,-113.94372,1250,Biomass,,71,91,110,121,140,160,174,183,206,217,240,245,258,279,301,317,336,346,365,15,26,44,62,67,89,110,117,129,156,163,179,193,211,239,252,266,273,289,311,330,339,361,12,18,38,1123,1507,2117,3393,4156,6614,6321,5363,4779,5267,5390,4389,5785,3572,3747,4703,1355,1065,-65,128,1422,1464,1674,1592,2933,3411,4097,2602,4574,2382,5272,6404,2682,284,4990,4970,4937,2202,2066,805,1650,335,319,-454,-368,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94372,46.59833]}",,2084,2621,3737,5070,6585,7929,8219,7394,6979,6670,7161,6494,7106,5451,5241,6570,2417,4533,-39,88,2709,2638,2695,2748,4225,4956,5668,4396,6483,4288,7078,7747,4331,273,6552,6631,6399,3943,3419,595,3119,228,206,-278,-252,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94372,46.59833]}"
1437,1440370000000,-113.94244,1251,Biomass,,71,91,103,128,137,160,174,183,208,217,240,247,263,283,301,317,336,346,365,15,26,44,64,67,89,110,117,129,156,176,179,202,218,226,254,268,277,289,311,330,339,361,12,18,38,1146,1383,1723,3442,4830,6146,6632,3961,7621,3430,5607,4447,7560,3793,3238,4466,1690,1200,-65,172,1186,1551,1557,1468,2723,2556,4218,4384,5304,4156,5432,7795,2398,5429,5685,4449,5191,1566,2275,847,1342,325,306,-454,-388,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94244,46.60011]}",,1743,2528,3085,5278,6454,7502,8140,5978,8198,5220,7348,6345,8370,5386,4762,6455,2926,4776,-39,119,2417,2733,2462,2562,4059,4118,5848,6540,6985,5752,7070,8288,4031,6590,6837,6416,6538,3079,3677,649,2690,222,198,-278,-267,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,3,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94244,46.60011]}"
1438,1440980000000,-113.96169,1252,Biomass,,71,91,103,128,141,153,162,192,194,210,238,247,263,276,293,317,334,346,1,1,30,39,64,67,92,97,124,133,159,163,179,195,224,226,243,271,284,289,311,330,339,361,12,18,38,1442,1653,1761,2098,5096,5376,6781,6738,7195,5464,4090,3125,2972,3537,2599,3780,1494,1008,409,409,1341,1473,1665,1417,2226,1833,1752,1744,6022,5445,5263,6166,4803,4871,5746,5149,6543,4133,4821,810,2073,389,341,-411,-916,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.96169,46.5778]}",,2662,2669,3152,3492,6793,7636,8204,8449,8498,7199,6275,4953,5000,5094,4395,4095,2648,3510,293,293,2671,2610,2640,2446,3303,2998,3005,3404,8131,7592,7010,7399,6314,6334,7779,7224,7660,6078,6508,587,3027,261,221,-273,-648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,3,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.96169,46.5778]}"
1439,1438560000000,-113.95792,1254,Biomass,,71,91,103,128,142,153,171,192,203,217,240,249,263,279,295,317,336,349,365,1,26,44,53,67,90,106,124,133,149,163,177,195,211,226,254,268,277,290,311,330,339,354,15,18,38,1594,2333,3060,3561,5152,6800,5730,5709,5342,4975,6070,6097,5283,4299,4530,2677,2516,2480,523,402,1766,1918,1741,2040,3320,3925,4685,5988,7431,7819,4307,5924,5911,5622,4800,3870,4713,3458,2793,867,2165,409,-455,-363,-702,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.95792,46.54859]}",,2819,3659,4985,5580,7067,8175,6907,7344,6804,6553,7652,7781,7385,6125,6615,6699,3928,3678,365,286,3254,3481,3036,3510,5302,5983,6344,7270,8318,8575,6386,7736,7579,6793,6537,5927,6539,4627,4419,684,3387,267,-285,-237,-515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,3,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.95792,46.54859]}"
1440,1438560000000,-113.95878,1256,Biomass,,71,91,110,128,137,151,174,192,194,217,233,245,263,279,293,317,336,337,365,1,26,39,53,67,90,106,126,133,154,170,190,204,218,226,255,268,278,290,311,330,339,354,15,18,38,1402,2181,3394,5002,4740,4153,6282,5709,4761,5396,6293,5896,4857,4404,4824,2677,2436,2904,352,402,1609,1854,1683,1767,2828,3267,5853,4595,7253,4927,4154,5480,6594,3494,4720,3870,4353,3413,2793,867,2196,415,-535,-372,-679,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.95878,46.5468]}",,2816,3381,5262,6938,6569,6226,8049,7344,6497,7020,7937,7834,6706,6532,6748,6699,3993,4527,292,286,3389,3774,3159,3261,5066,5507,7166,6430,8609,7169,5669,7255,8134,5124,6974,5927,6402,4573,4419,684,3073,272,-358,-272,-544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,3,3,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.95878,46.5468]}"
